"iso3c_consuming","iso3c_producing","GAEZ_category","prop_of_supply","animal_system","diet","source_ingredient","consuming_ingredient_consumed_tonnes","raw_material","FAOSTAT_name","FAO_code","map_spam_code","producing_ingredient_consumed_tonnes"
"AUS","ECU","CropsNES",0.000110936220156017,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0.135111054972498
"AUS","ECU","CropsNES",0.000110936220156017,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","ECU","CropsNES",0.000110936220156017,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","EGY","CropsNES",0.00555370290383097,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.520303577126177
"AUS","EGY","CropsNES",0.00555370290383097,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",6.7639465026403
"AUS","EGY","CropsNES",0.00555370290383097,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","EGY","CropsNES",0.00555370290383097,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","FJI","CropsNES",0.00102328008955135,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.0958669018157776
"AUS","FJI","CropsNES",0.00102328008955135,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",1.24626972360511
"AUS","FJI","CropsNES",0.00102328008955135,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","FJI","CropsNES",0.00102328008955135,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","FIN","CropsNES",0.0000419839656712899,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.00393330502170838
"AUS","FIN","CropsNES",0.0000419839656712899,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0.0511329652822089
"AUS","FIN","CropsNES",0.0000419839656712899,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","FIN","CropsNES",0.0000419839656712899,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","FRA","CropsNES",0.0000633088903441378,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.0059311494835674
"AUS","FRA","CropsNES",0.0000633088903441378,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0.0771049432863761
"AUS","FRA","CropsNES",0.0000633088903441378,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","FRA","CropsNES",0.0000633088903441378,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","FRA","Pulses",0.00000144617902504345,"salmon_aquaculture_meat","plant-dominant","faba beans",3372.691896,"faba beans","Broad beans and horse beans, dry",181,"opul",0.00487751627792922
"AUS","FRA","Pulses",0.00000144617902504345,"salmon_aquaculture_meat","plant-dominant","guar meal",4028.493098,"guar","Other pulses n.e.c.",211,"opul",0.0058259222208599
"AUS","FRA","Pulses",0.00000144617902504345,"salmon_aquaculture_meat","plant-dominant","pea flour",2342.14715,"peas","Peas, dry; Peas, green",187,"opul",0.00338716408189529
"AUS","FRA","Pulses",0.00000144617902504345,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1311.602404,"peas","Peas, dry; Peas, green",187,"opul",0.00189681188586136
"AUS","FRA","Pulses",0.00000144617902504345,"salmon_aquaculture_meat","fish-dominant","faba beans",1873.71772,"faba beans","Broad beans and horse beans, dry",181,"opul",0.00270973126551623
"AUS","FRA","Pulses",0.00000144617902504345,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"AUS","FRA","Pulses",0.00000144617902504345,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","FRA","Pulses",0.00000144617902504345,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","FRA","Rapeseed",0.000154085975505059,"salmon_aquaculture_meat","plant-dominant","canola oil",17238.203024,"rapeseed","Rape or colza seed",270,"rape",2.6561653289073
"AUS","FRA","Rapeseed",0.000154085975505059,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"AUS","FRA","Sunflower",0.0396575187601053,"salmon_aquaculture_meat","plant-dominant","sunflower meal",3185.320124,"sunflower","Sunflower seed",267,"sunf",126.321892574471
"AUS","FRA","Sunflower",0.0396575187601053,"salmon_aquaculture_meat","fish-dominant","sunflower meal",0,"sunflower","Sunflower seed",267,"sunf",0
"AUS","DJI","CropsNES",0,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","DJI","CropsNES",0,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0
"AUS","DJI","CropsNES",0,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","DJI","CropsNES",0,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","DEU","CropsNES",0.000300513302259368,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.0281538549769547
"AUS","DEU","CropsNES",0.000300513302259368,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0.366000114700411
"AUS","DEU","CropsNES",0.000300513302259368,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","DEU","CropsNES",0.000300513302259368,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","DEU","Pulses",0.0000000964119350028965,"salmon_aquaculture_meat","plant-dominant","faba beans",3372.691896,"faba beans","Broad beans and horse beans, dry",181,"opul",0.000325167751861948
"AUS","DEU","Pulses",0.0000000964119350028965,"salmon_aquaculture_meat","plant-dominant","guar meal",4028.493098,"guar","Other pulses n.e.c.",211,"opul",0.000388394814723993
"AUS","DEU","Pulses",0.0000000964119350028965,"salmon_aquaculture_meat","plant-dominant","pea flour",2342.14715,"peas","Peas, dry; Peas, green",187,"opul",0.000225810938793019
"AUS","DEU","Pulses",0.0000000964119350028965,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1311.602404,"peas","Peas, dry; Peas, green",187,"opul",0.000126454125724091
"AUS","DEU","Pulses",0.0000000964119350028965,"salmon_aquaculture_meat","fish-dominant","faba beans",1873.71772,"faba beans","Broad beans and horse beans, dry",181,"opul",0.000180648751034415
"AUS","DEU","Pulses",0.0000000964119350028965,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"AUS","DEU","Pulses",0.0000000964119350028965,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","DEU","Pulses",0.0000000964119350028965,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","DEU","Rapeseed",0.000226062055125466,"salmon_aquaculture_meat","plant-dominant","canola oil",17238.203024,"rapeseed","Rape or colza seed",270,"rape",3.89690360227546
"AUS","DEU","Rapeseed",0.000226062055125466,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"AUS","BIH","CropsNES",0.00000166470918601467,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.000155959755024123
"AUS","BIH","CropsNES",0.00000166470918601467,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0.0020274768153136
"AUS","BIH","CropsNES",0.00000166470918601467,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","BIH","CropsNES",0.00000166470918601467,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","GHA","CropsNES",0.0000244212837588352,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.00228792960620388
"AUS","GHA","CropsNES",0.0000244212837588352,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0.0297430848806505
"AUS","GHA","CropsNES",0.0000244212837588352,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","GHA","CropsNES",0.0000244212837588352,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","GHA","Maize",0.000680977725479291,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",655.801202,"maize","Maize (corn)",56,"maiz",0.446586010904545
"AUS","GHA","Maize",0.000680977725479291,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",3747.43544,"maize","Maize (corn)",56,"maiz",2.55192006231169
"AUS","GHA","Pulses",0.000000964119350028965,"salmon_aquaculture_meat","plant-dominant","faba beans",3372.691896,"faba beans","Broad beans and horse beans, dry",181,"opul",0.00325167751861948
"AUS","GHA","Pulses",0.000000964119350028965,"salmon_aquaculture_meat","plant-dominant","guar meal",4028.493098,"guar","Other pulses n.e.c.",211,"opul",0.00388394814723993
"AUS","GHA","Pulses",0.000000964119350028965,"salmon_aquaculture_meat","plant-dominant","pea flour",2342.14715,"peas","Peas, dry; Peas, green",187,"opul",0.00225810938793019
"AUS","GHA","Pulses",0.000000964119350028965,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1311.602404,"peas","Peas, dry; Peas, green",187,"opul",0.00126454125724091
"AUS","GHA","Pulses",0.000000964119350028965,"salmon_aquaculture_meat","fish-dominant","faba beans",1873.71772,"faba beans","Broad beans and horse beans, dry",181,"opul",0.00180648751034415
"AUS","GHA","Pulses",0.000000964119350028965,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"AUS","GHA","Pulses",0.000000964119350028965,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","GHA","Pulses",0.000000964119350028965,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","GRC","CropsNES",0.000126534545228975,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.0118545009793836
"AUS","GRC","CropsNES",0.000126534545228975,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0.154108512731987
"AUS","GRC","CropsNES",0.000126534545228975,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","GRC","CropsNES",0.000126534545228975,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","GRC","Pulses",0.00000028923580500869,"salmon_aquaculture_meat","plant-dominant","faba beans",3372.691896,"faba beans","Broad beans and horse beans, dry",181,"opul",0.000975503255585844
"AUS","GRC","Pulses",0.00000028923580500869,"salmon_aquaculture_meat","plant-dominant","guar meal",4028.493098,"guar","Other pulses n.e.c.",211,"opul",0.00116518444417198
"AUS","GRC","Pulses",0.00000028923580500869,"salmon_aquaculture_meat","plant-dominant","pea flour",2342.14715,"peas","Peas, dry; Peas, green",187,"opul",0.000677432816379058
"AUS","GRC","Pulses",0.00000028923580500869,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1311.602404,"peas","Peas, dry; Peas, green",187,"opul",0.000379362377172273
"AUS","GRC","Pulses",0.00000028923580500869,"salmon_aquaculture_meat","fish-dominant","faba beans",1873.71772,"faba beans","Broad beans and horse beans, dry",181,"opul",0.000541946253103246
"AUS","GRC","Pulses",0.00000028923580500869,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"AUS","GRC","Pulses",0.00000028923580500869,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","GRC","Pulses",0.00000028923580500869,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","GTM","CropsNES",0.00113346719057366,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.106189878000824
"AUS","GTM","CropsNES",0.00113346719057366,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",1.38046841401071
"AUS","GTM","CropsNES",0.00113346719057366,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","GTM","CropsNES",0.00113346719057366,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","HND","CropsNES",0.0000183118010461613,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.00171555730526535
"AUS","HND","CropsNES",0.0000183118010461613,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0.0223022449684496
"AUS","HND","CropsNES",0.0000183118010461613,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","HND","CropsNES",0.0000183118010461613,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","HKG","CropsNES",0.000100864729580629,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.00944960155691161
"AUS","HKG","CropsNES",0.000100864729580629,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0.122844820239851
"AUS","HKG","CropsNES",0.000100864729580629,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","HKG","CropsNES",0.000100864729580629,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","HUN","CropsNES",0.0000235223407983873,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",0.00220371133849086
"AUS","HUN","CropsNES",0.0000235223407983873,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",0.0286482474003811
"AUS","HUN","CropsNES",0.0000235223407983873,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","HUN","CropsNES",0.0000235223407983873,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","HUN","Pulses",0.0000144617902504345,"salmon_aquaculture_meat","plant-dominant","faba beans",3372.691896,"faba beans","Broad beans and horse beans, dry",181,"opul",0.0487751627792922
"AUS","HUN","Pulses",0.0000144617902504345,"salmon_aquaculture_meat","plant-dominant","guar meal",4028.493098,"guar","Other pulses n.e.c.",211,"opul",0.058259222208599
"AUS","HUN","Pulses",0.0000144617902504345,"salmon_aquaculture_meat","plant-dominant","pea flour",2342.14715,"peas","Peas, dry; Peas, green",187,"opul",0.0338716408189529
"AUS","HUN","Pulses",0.0000144617902504345,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1311.602404,"peas","Peas, dry; Peas, green",187,"opul",0.0189681188586136
"AUS","HUN","Pulses",0.0000144617902504345,"salmon_aquaculture_meat","fish-dominant","faba beans",1873.71772,"faba beans","Broad beans and horse beans, dry",181,"opul",0.0270973126551623
"AUS","HUN","Pulses",0.0000144617902504345,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"AUS","HUN","Pulses",0.0000144617902504345,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","HUN","Pulses",0.0000144617902504345,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","HUN","Rapeseed",0.000176692181017606,"salmon_aquaculture_meat","plant-dominant","canola oil",17238.203024,"rapeseed","Rape or colza seed",270,"rape",3.04585568913484
"AUS","HUN","Rapeseed",0.000176692181017606,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"AUS","IND","CropsNES",0.0203621734093,"salmon_aquaculture_meat","plant-dominant","coconut oil",93.685886,"coconut","Coconuts, in shell",249,"cnut",1.90764825673591
"AUS","IND","CropsNES",0.0203621734093,"salmon_aquaculture_meat","plant-dominant","linseed oil",1217.916518,"flax","Linseed",333,"ooil",24.7994273375669
"AUS","IND","CropsNES",0.0203621734093,"salmon_aquaculture_meat","fish-dominant","coconut oil",0,"coconut","Coconuts, in shell",249,"cnut",0
"AUS","IND","CropsNES",0.0203621734093,"salmon_aquaculture_meat","fish-dominant","linseed oil",0,"flax","Linseed",333,"ooil",0
"AUS","IND","Maize",0.0000792248595655646,"salmon_aquaculture_meat","plant-dominant","corn gluten meal",655.801202,"maize","Maize (corn)",56,"maiz",0.0519557581313785
"AUS","IND","Maize",0.0000792248595655646,"salmon_aquaculture_meat","fish-dominant","corn gluten meal",3747.43544,"maize","Maize (corn)",56,"maiz",0.29689004646502
"AUS","IND","Pulses",0.00257742846439993,"salmon_aquaculture_meat","plant-dominant","faba beans",3372.691896,"faba beans","Broad beans and horse beans, dry",181,"opul",8.69287209440137
"AUS","IND","Pulses",0.00257742846439993,"salmon_aquaculture_meat","plant-dominant","guar meal",4028.493098,"guar","Other pulses n.e.c.",211,"opul",10.3831527794239
"AUS","IND","Pulses",0.00257742846439993,"salmon_aquaculture_meat","plant-dominant","pea flour",2342.14715,"peas","Peas, dry; Peas, green",187,"opul",6.03671673222317
"AUS","IND","Pulses",0.00257742846439993,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1311.602404,"peas","Peas, dry; Peas, green",187,"opul",3.38056137004498
"AUS","IND","Pulses",0.00257742846439993,"salmon_aquaculture_meat","fish-dominant","faba beans",1873.71772,"faba beans","Broad beans and horse beans, dry",181,"opul",4.82937338577854
"AUS","IND","Pulses",0.00257742846439993,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"AUS","IND","Pulses",0.00257742846439993,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","IND","Pulses",0.00257742846439993,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"AUS","IND","Soybean",0.00389672391323982,"salmon_aquaculture_meat","plant-dominant","soy oil",374.743544,"soybean","Soya beans",236,"soyb",1.46027212923704
"AUS","IND","Soybean",0.00389672391323982,"salmon_aquaculture_meat","plant-dominant","soy protein concentrate",19580.350174,"soybean","Soya beans",236,"soyb",76.2992187526353
"AUS","IND","Soybean",0.00389672391323982,"salmon_aquaculture_meat","fish-dominant","soy oil",0,"soybean","Soya beans",236,"soyb",0
"AUS","IND","Soybean",0.00389672391323982,"salmon_aquaculture_meat","fish-dominant","soy protein concentrate",0,"soybean","Soya beans",236,"soyb",0
"AUS","IND","Soybean",0.00389672391323982,"salmon_aquaculture_meat","fish-dominant","soybean meal",15926.60062,"soybean","Soya beans",236,"soyb",62.0615654925741
