"iso3c","raw_name","prop_diet","production_system","species","diet"
"COG","coconut oil",0,"aquaculture","salmon","fish-dominant"
"COG","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"COG","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"COG","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"COG","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"COG","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"COG","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"COG","guar meal",0,"aquaculture","salmon","fish-dominant"
"COG","linseed oil",0,"aquaculture","salmon","fish-dominant"
"COG","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"COG","other",0,"aquaculture","salmon","fish-dominant"
"COG","pea flour",0,"aquaculture","salmon","fish-dominant"
"COG","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"COG","soy oil",0,"aquaculture","salmon","fish-dominant"
"COG","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"COG","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"COG","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"COG","wheat",0.07,"aquaculture","salmon","fish-dominant"
"COG","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"REU","canola oil",0,"aquaculture","salmon","fish-dominant"
"REU","coconut oil",0,"aquaculture","salmon","fish-dominant"
"REU","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"REU","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"REU","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"REU","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"REU","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"REU","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"REU","guar meal",0,"aquaculture","salmon","fish-dominant"
"REU","linseed oil",0,"aquaculture","salmon","fish-dominant"
"REU","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"REU","other",0,"aquaculture","salmon","fish-dominant"
"REU","pea flour",0,"aquaculture","salmon","fish-dominant"
"REU","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"REU","soy oil",0,"aquaculture","salmon","fish-dominant"
"REU","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"REU","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"REU","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"REU","wheat",0.07,"aquaculture","salmon","fish-dominant"
"REU","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"ROU","canola oil",0,"aquaculture","salmon","fish-dominant"
"ROU","coconut oil",0,"aquaculture","salmon","fish-dominant"
"ROU","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"ROU","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"ROU","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"ROU","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"ROU","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"ROU","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"ROU","guar meal",0,"aquaculture","salmon","fish-dominant"
"ROU","linseed oil",0,"aquaculture","salmon","fish-dominant"
"ROU","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"ROU","other",0,"aquaculture","salmon","fish-dominant"
"ROU","pea flour",0,"aquaculture","salmon","fish-dominant"
"ROU","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ROU","soy oil",0,"aquaculture","salmon","fish-dominant"
"ROU","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ROU","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"ROU","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"ROU","wheat",0.07,"aquaculture","salmon","fish-dominant"
"ROU","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"RUS","canola oil",0,"aquaculture","salmon","fish-dominant"
"RUS","coconut oil",0,"aquaculture","salmon","fish-dominant"
"RUS","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"RUS","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"RUS","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"RUS","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"RUS","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"RUS","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"RUS","guar meal",0,"aquaculture","salmon","fish-dominant"
"RUS","linseed oil",0,"aquaculture","salmon","fish-dominant"
"RUS","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"RUS","other",0,"aquaculture","salmon","fish-dominant"
"RUS","pea flour",0,"aquaculture","salmon","fish-dominant"
"RUS","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"RUS","soy oil",0,"aquaculture","salmon","fish-dominant"
"RUS","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"RUS","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"RUS","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"RUS","wheat",0.07,"aquaculture","salmon","fish-dominant"
"RUS","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"RWA","canola oil",0,"aquaculture","salmon","fish-dominant"
"RWA","coconut oil",0,"aquaculture","salmon","fish-dominant"
"RWA","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"RWA","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"RWA","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"RWA","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"RWA","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"RWA","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"RWA","guar meal",0,"aquaculture","salmon","fish-dominant"
"RWA","linseed oil",0,"aquaculture","salmon","fish-dominant"
"RWA","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"RWA","other",0,"aquaculture","salmon","fish-dominant"
"RWA","pea flour",0,"aquaculture","salmon","fish-dominant"
"RWA","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"RWA","soy oil",0,"aquaculture","salmon","fish-dominant"
"RWA","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"RWA","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"RWA","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"RWA","wheat",0.07,"aquaculture","salmon","fish-dominant"
"RWA","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"BLM","canola oil",0,"aquaculture","salmon","fish-dominant"
"BLM","coconut oil",0,"aquaculture","salmon","fish-dominant"
"BLM","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"BLM","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"BLM","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"BLM","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"BLM","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"BLM","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"BLM","guar meal",0,"aquaculture","salmon","fish-dominant"
"BLM","linseed oil",0,"aquaculture","salmon","fish-dominant"
"BLM","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"BLM","other",0,"aquaculture","salmon","fish-dominant"
"BLM","pea flour",0,"aquaculture","salmon","fish-dominant"
"BLM","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"BLM","soy oil",0,"aquaculture","salmon","fish-dominant"
"BLM","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"BLM","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"BLM","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"BLM","wheat",0.07,"aquaculture","salmon","fish-dominant"
"BLM","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"MAF","canola oil",0,"aquaculture","salmon","fish-dominant"
"MAF","coconut oil",0,"aquaculture","salmon","fish-dominant"
"MAF","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"MAF","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"MAF","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"MAF","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"MAF","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"MAF","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"MAF","guar meal",0,"aquaculture","salmon","fish-dominant"
"MAF","linseed oil",0,"aquaculture","salmon","fish-dominant"
"MAF","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"MAF","other",0,"aquaculture","salmon","fish-dominant"
"MAF","pea flour",0,"aquaculture","salmon","fish-dominant"
"MAF","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"MAF","soy oil",0,"aquaculture","salmon","fish-dominant"
"MAF","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"MAF","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"MAF","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"MAF","wheat",0.07,"aquaculture","salmon","fish-dominant"
"MAF","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SHN","canola oil",0,"aquaculture","salmon","fish-dominant"
"SHN","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SHN","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SHN","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SHN","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SHN","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SHN","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SHN","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SHN","guar meal",0,"aquaculture","salmon","fish-dominant"
"SHN","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SHN","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SHN","other",0,"aquaculture","salmon","fish-dominant"
"SHN","pea flour",0,"aquaculture","salmon","fish-dominant"
"SHN","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SHN","soy oil",0,"aquaculture","salmon","fish-dominant"
"SHN","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SHN","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SHN","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SHN","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SHN","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"KNA","canola oil",0,"aquaculture","salmon","fish-dominant"
"KNA","coconut oil",0,"aquaculture","salmon","fish-dominant"
"KNA","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"KNA","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"KNA","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"KNA","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"KNA","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"KNA","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"KNA","guar meal",0,"aquaculture","salmon","fish-dominant"
"KNA","linseed oil",0,"aquaculture","salmon","fish-dominant"
"KNA","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"KNA","other",0,"aquaculture","salmon","fish-dominant"
"KNA","pea flour",0,"aquaculture","salmon","fish-dominant"
"KNA","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"KNA","soy oil",0,"aquaculture","salmon","fish-dominant"
"KNA","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"KNA","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"KNA","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"KNA","wheat",0.07,"aquaculture","salmon","fish-dominant"
"KNA","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"LCA","canola oil",0,"aquaculture","salmon","fish-dominant"
"LCA","coconut oil",0,"aquaculture","salmon","fish-dominant"
"LCA","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"LCA","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"LCA","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"LCA","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"LCA","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"LCA","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"LCA","guar meal",0,"aquaculture","salmon","fish-dominant"
"LCA","linseed oil",0,"aquaculture","salmon","fish-dominant"
"LCA","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"LCA","other",0,"aquaculture","salmon","fish-dominant"
"LCA","pea flour",0,"aquaculture","salmon","fish-dominant"
"LCA","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"LCA","soy oil",0,"aquaculture","salmon","fish-dominant"
"LCA","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"LCA","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"LCA","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"LCA","wheat",0.07,"aquaculture","salmon","fish-dominant"
"LCA","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SPM","canola oil",0,"aquaculture","salmon","fish-dominant"
"SPM","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SPM","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SPM","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SPM","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SPM","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SPM","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SPM","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SPM","guar meal",0,"aquaculture","salmon","fish-dominant"
"SPM","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SPM","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SPM","other",0,"aquaculture","salmon","fish-dominant"
"SPM","pea flour",0,"aquaculture","salmon","fish-dominant"
"SPM","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SPM","soy oil",0,"aquaculture","salmon","fish-dominant"
"SPM","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SPM","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SPM","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SPM","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SPM","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"VCT","canola oil",0,"aquaculture","salmon","fish-dominant"
"VCT","coconut oil",0,"aquaculture","salmon","fish-dominant"
"VCT","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"VCT","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"VCT","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"VCT","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"VCT","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"VCT","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"VCT","guar meal",0,"aquaculture","salmon","fish-dominant"
"VCT","linseed oil",0,"aquaculture","salmon","fish-dominant"
"VCT","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"VCT","other",0,"aquaculture","salmon","fish-dominant"
"VCT","pea flour",0,"aquaculture","salmon","fish-dominant"
"VCT","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"VCT","soy oil",0,"aquaculture","salmon","fish-dominant"
"VCT","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"VCT","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"VCT","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"VCT","wheat",0.07,"aquaculture","salmon","fish-dominant"
"VCT","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"WSM","canola oil",0,"aquaculture","salmon","fish-dominant"
"WSM","coconut oil",0,"aquaculture","salmon","fish-dominant"
"WSM","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"WSM","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"WSM","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"WSM","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"WSM","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"WSM","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"WSM","guar meal",0,"aquaculture","salmon","fish-dominant"
"WSM","linseed oil",0,"aquaculture","salmon","fish-dominant"
"WSM","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"WSM","other",0,"aquaculture","salmon","fish-dominant"
"WSM","pea flour",0,"aquaculture","salmon","fish-dominant"
"WSM","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"WSM","soy oil",0,"aquaculture","salmon","fish-dominant"
"WSM","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"WSM","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"WSM","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"WSM","wheat",0.07,"aquaculture","salmon","fish-dominant"
"WSM","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SMR","canola oil",0,"aquaculture","salmon","fish-dominant"
"SMR","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SMR","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SMR","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SMR","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SMR","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SMR","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SMR","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SMR","guar meal",0,"aquaculture","salmon","fish-dominant"
"SMR","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SMR","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SMR","other",0,"aquaculture","salmon","fish-dominant"
"SMR","pea flour",0,"aquaculture","salmon","fish-dominant"
"SMR","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SMR","soy oil",0,"aquaculture","salmon","fish-dominant"
"SMR","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SMR","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SMR","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SMR","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SMR","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"STP","canola oil",0,"aquaculture","salmon","fish-dominant"
"STP","coconut oil",0,"aquaculture","salmon","fish-dominant"
"STP","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"STP","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"STP","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"STP","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"STP","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"STP","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"STP","guar meal",0,"aquaculture","salmon","fish-dominant"
"STP","linseed oil",0,"aquaculture","salmon","fish-dominant"
"STP","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"STP","other",0,"aquaculture","salmon","fish-dominant"
"STP","pea flour",0,"aquaculture","salmon","fish-dominant"
"STP","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"STP","soy oil",0,"aquaculture","salmon","fish-dominant"
"STP","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"STP","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"STP","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"STP","wheat",0.07,"aquaculture","salmon","fish-dominant"
"STP","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SAU","canola oil",0,"aquaculture","salmon","fish-dominant"
"SAU","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SAU","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SAU","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SAU","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SAU","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SAU","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SAU","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SAU","guar meal",0,"aquaculture","salmon","fish-dominant"
"SAU","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SAU","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SAU","other",0,"aquaculture","salmon","fish-dominant"
"SAU","pea flour",0,"aquaculture","salmon","fish-dominant"
"SAU","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SAU","soy oil",0,"aquaculture","salmon","fish-dominant"
"SAU","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SAU","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SAU","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SAU","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SAU","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SEN","canola oil",0,"aquaculture","salmon","fish-dominant"
"SEN","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SEN","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SEN","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SEN","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SEN","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SEN","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SEN","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SEN","guar meal",0,"aquaculture","salmon","fish-dominant"
"SEN","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SEN","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SEN","other",0,"aquaculture","salmon","fish-dominant"
"SEN","pea flour",0,"aquaculture","salmon","fish-dominant"
"SEN","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SEN","soy oil",0,"aquaculture","salmon","fish-dominant"
"SEN","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SEN","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SEN","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SEN","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SEN","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SRB","canola oil",0,"aquaculture","salmon","fish-dominant"
"SRB","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SRB","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SRB","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SRB","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SRB","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SRB","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SRB","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SRB","guar meal",0,"aquaculture","salmon","fish-dominant"
"SRB","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SRB","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SRB","other",0,"aquaculture","salmon","fish-dominant"
"SRB","pea flour",0,"aquaculture","salmon","fish-dominant"
"SRB","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SRB","soy oil",0,"aquaculture","salmon","fish-dominant"
"SRB","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SRB","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SRB","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SRB","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SRB","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SYC","canola oil",0,"aquaculture","salmon","fish-dominant"
"SYC","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SYC","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SYC","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SYC","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SYC","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SYC","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SYC","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SYC","guar meal",0,"aquaculture","salmon","fish-dominant"
"SYC","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SYC","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SYC","other",0,"aquaculture","salmon","fish-dominant"
"SYC","pea flour",0,"aquaculture","salmon","fish-dominant"
"SYC","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SYC","soy oil",0,"aquaculture","salmon","fish-dominant"
"SYC","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SYC","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SYC","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SYC","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SYC","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SLE","canola oil",0,"aquaculture","salmon","fish-dominant"
"SLE","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SLE","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SLE","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SLE","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SLE","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SLE","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SLE","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SLE","guar meal",0,"aquaculture","salmon","fish-dominant"
"SLE","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SLE","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SLE","other",0,"aquaculture","salmon","fish-dominant"
"SLE","pea flour",0,"aquaculture","salmon","fish-dominant"
"SLE","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SLE","soy oil",0,"aquaculture","salmon","fish-dominant"
"SLE","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SLE","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SLE","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SLE","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SLE","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SGP","canola oil",0,"aquaculture","salmon","fish-dominant"
"SGP","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SGP","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SGP","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SGP","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SGP","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SGP","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SGP","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SGP","guar meal",0,"aquaculture","salmon","fish-dominant"
"SGP","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SGP","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SGP","other",0,"aquaculture","salmon","fish-dominant"
"SGP","pea flour",0,"aquaculture","salmon","fish-dominant"
"SGP","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SGP","soy oil",0,"aquaculture","salmon","fish-dominant"
"SGP","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SGP","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SGP","sunflower meal",0,"aquaculture","salmon","fish-dominant"
