BINOMIAL,AOH_name,excluded,ORDER,Red_List_Category_2019,Model_prevalence,Point_prevalence,Number_of_Validation_Points,Point_validation
Oligoryzomys brendae,Oligoryzomys_brendae,no,RODENTIA,DD,0.411858833417821,0,0,No
Oligoryzomys moojeni,Oligoryzomys_moojeni,no,RODENTIA,DD,0.689923836403956,0,0,No
Oligoryzomys rupestris,Oligoryzomys_rupestris,no,RODENTIA,DD,0.0753224467208028,0,0,No
Oreoryzomys balneator,Oreoryzomys_balneator,no,RODENTIA,DD,0.032840018580448,0,0,No
Peromyscus grandis,Peromyscus_grandis,no,RODENTIA,NT,0.374183985275714,0,0,No
Phyllotis alisosiensis,Phyllotis_alisosiensis,no,RODENTIA,DD,0.0920655182438428,0,0,No
Phyllotis osgoodi,Phyllotis_osgoodi,no,RODENTIA,DD,0.994560070269844,0,0,No
Reithrodontomys musseri,Reithrodontomys_musseri,no,RODENTIA,DD,0.85463041729996,0,0,No
Rhipidomys caucensis,Rhipidomys_caucensis,no,RODENTIA,DD,0.193383540048841,0,0,No
Rhipidomys ochrogaster,Rhipidomys_ochrogaster,no,RODENTIA,DD,0.174485159549531,0,0,No
Sciurus flammifer,Sciurus_flammifer,no,RODENTIA,DD,0.784364716973928,0,0,No
Sciurus ignitus,Sciurus_ignitus,no,RODENTIA,LC,0.113694161032749,0,0,No
Sciurus pucheranii,Sciurus_pucheranii,no,RODENTIA,DD,0.202434545480353,0,0,No
Sciurus pyrrhinus,Sciurus_pyrrhinus,no,RODENTIA,DD,0.216286653098461,0,0,No
Sciurus sanborni,Sciurus_sanborni,no,RODENTIA,DD,0.141750370668665,0,0,No
Sorex neomexicanus,Sorex_neomexicanus,no,EULIPOTYPHLA,DD,0.555454952469074,0,0,No
Thomasomys andersoni,Thomasomys_andersoni,no,RODENTIA,DD,0.13004449360353,0,0,No
Thomasomys auricularis,Thomasomys_auricularis,no,RODENTIA,DD,0.974036370180323,0,0,No
Thomasomys ladewi,Thomasomys_ladewi,no,RODENTIA,LC,0.0941687944853841,0,0,No
Thomasomys niveipes,Thomasomys_niveipes,no,RODENTIA,LC,0.301015612088364,0,0,No
Thomasomys notatus,Thomasomys_notatus,no,RODENTIA,LC,0.335279010931854,0,0,No
Thomasomys onkiro,Thomasomys_onkiro,no,RODENTIA,LC,0.991920211254851,0,0,No
Thomasomys oreas,Thomasomys_oreas,no,RODENTIA,LC,0.151739765999762,0,0,No
Thomasomys praetor,Thomasomys_praetor,no,RODENTIA,NT,0.661299260403228,0,0,No
Thomasomys princeps,Thomasomys_princeps,no,RODENTIA,DD,0.127778140536552,0,0,No
Thomasomys taczanowskii,Thomasomys_taczanowskii,no,RODENTIA,LC,0.592320732598315,0,0,No
Tylomys fulviventer,Tylomys_fulviventer,no,RODENTIA,DD,0.998140379826953,0,0,No
Cryptotis hondurensis,Cryptotis_hondurensis,no,EULIPOTYPHLA,DD,0.56888426585662,0,0,No
Graomys chacoensis,Graomys_chacoensis,no,RODENTIA,DD,0.775469494847823,0,0,No
Heteromys catopterius,Heteromys_catopterius,no,RODENTIA,LC,0.764571940390633,0,0,No
Reithrodontomys paradoxus,Reithrodontomys_paradoxus,no,RODENTIA,DD,0.0241691661664586,0,0,No
Canis lupaster,Canis_lupaster,no,CARNIVORA,LC,0.376522671261159,0,0,No
Nectomys grandis,Nectomys_grandis,no,RODENTIA,DD,0.670929270426884,0,0,No
Rhipidomys albujai,Rhipidomys_albujai,no,RODENTIA,DD,0.99086993157463,0,0,No
Colobus polykomos,Colobus_polykomos,no,PRIMATES,EN,0.782125987440792,0,0,No
Cercopithecus dryas,Cercopithecus_dryas,no,PRIMATES,EN,0.836779057575373,0,0,No
Arabitragus jayakari,Arabitragus_jayakari,no,CETARTIODACTYLA,EN,0.974430371277106,0,0,No
Sminthopsis butleri,Sminthopsis_butleri,no,DASYUROMORPHIA,VU,0.957323817813555,0,0,No
Cryptomys hottentotus,Cryptomys_hottentotus,no,RODENTIA,LC,0.93502196848758,0,0,No
Mus fernandoni,Mus_fernandoni,no,RODENTIA,EN,0.979487871877184,0,0,No
Rhabdomys pumilio,Rhabdomys_pumilio,no,RODENTIA,LC,0.32469575370784,0.926829268292683,41,Yes
Rhabdomys dilectus,Rhabdomys_dilectus,no,RODENTIA,LC,0.817623057590127,0,0,No
Mus famulus,Mus_famulus,no,RODENTIA,EN,0.671747934830497,0,0,No
Rhabdomys bechuanae,Rhabdomys_bechuanae,no,RODENTIA,LC,0.994596573970408,0,0,No
Rhabdomys intermedius,Rhabdomys_intermedius,no,RODENTIA,LC,0.992736101371069,0,0,No
Cryptomys mahali,Cryptomys_mahali,no,RODENTIA,DD,0.891164066346847,0,0,No
Cryptomys pretoriae,Cryptomys_pretoriae,no,RODENTIA,LC,0.92929250147666,0,0,No
Sylvisorex vulcanorum,Sylvisorex_vulcanorum,no,EULIPOTYPHLA,LC,0.81578472336949,0,0,No
Ratufa macroura,Ratufa_macroura,no,RODENTIA,NT,0.839925087660032,0,0,No
Fukomys ilariae,Fukomys_ilariae,no,RODENTIA,DD,1,0,0,No
Sylvisorex lunaris,Sylvisorex_lunaris,no,EULIPOTYPHLA,NT,0.367875852749641,0,0,No
Procolobus verus,Procolobus_verus,no,PRIMATES,VU,0.513845083535906,0,0,No
Dermanura rava,Dermanura_rava,no,CHIROPTERA,LC,0.768380719278018,0,0,No
Molossus aztecus,Molossus_aztecus,no,CHIROPTERA,LC,0.419035957785817,0,0,No
Parastrellus hesperus,Parastrellus_hesperus,no,CHIROPTERA,LC,0.972038379313934,1,19,Yes
Sturnira bakeri,Sturnira_bakeri,no,CHIROPTERA,LC,0.755223710237852,0,0,No
Sturnira luisi,Sturnira_luisi,no,CHIROPTERA,LC,0.537161470821356,0,0,No
Lepus alleni,Lepus_alleni,no,LAGOMORPHA,LC,0.729791444035155,1,24,Yes
Lepus americanus,Lepus_americanus,no,LAGOMORPHA,LC,0.715897051970423,0.984848484848485,462,Yes
Lepus arcticus,Lepus_arcticus,no,LAGOMORPHA,LC,0.429093813520499,0,0,No
Lepus brachyurus,Lepus_brachyurus,no,LAGOMORPHA,LC,0.985344372811151,0,0,No
Lepus californicus,Lepus_californicus,no,LAGOMORPHA,LC,0.980424830754846,0.99721059972106,717,Yes
Lepus granatensis,Lepus_granatensis,no,LAGOMORPHA,LC,0.95220764240833,0.972222222222222,36,Yes
Lepus habessinicus,Lepus_habessinicus,no,LAGOMORPHA,LC,0.900936989799701,0,0,No
Lepus nigricollis,Lepus_nigricollis,no,LAGOMORPHA,LC,0.857340953042144,0,0,No
Lepus othus,Lepus_othus,no,LAGOMORPHA,LC,0.80978845851791,0,0,No
Lepus peguensis,Lepus_peguensis,no,LAGOMORPHA,LC,0.943901266803643,0,0,No
Lepus saxatilis,Lepus_saxatilis,no,LAGOMORPHA,LC,0.98482209082686,0,0,No
Lepus victoriae,Lepus_victoriae,no,LAGOMORPHA,LC,0.838121047928025,0,0,No
Poelagus marjorita,Poelagus_marjorita,no,LAGOMORPHA,LC,0.874289901668731,0,0,No
Pronolagus randensis,Pronolagus_randensis,no,LAGOMORPHA,LC,0.908480966184368,0,0,No
Pronolagus saundersiae,Pronolagus_saundersiae,no,LAGOMORPHA,LC,0.0112016599534216,0,0,No
Sylvilagus palustris,Sylvilagus_palustris,no,LAGOMORPHA,LC,0.969349785746676,0.994871794871795,195,Yes
Sylvilagus gabbi,Sylvilagus_gabbi,no,LAGOMORPHA,LC,0.444247769011556,0,0,No
Sylvilagus cunicularius,Sylvilagus_cunicularius,no,LAGOMORPHA,LC,0.951392982021377,1,18,Yes
Sylvilagus aquaticus,Sylvilagus_aquaticus,no,LAGOMORPHA,LC,0.962587805360372,1,80,Yes
Sylvilagus bachmani,Sylvilagus_bachmani,no,LAGOMORPHA,LC,0.967817701307738,0.997252747252747,364,Yes
Sylvilagus audubonii,Sylvilagus_audubonii,no,LAGOMORPHA,LC,0.762765382347494,0.969924812030075,1330,Yes
Cryptomys natalensis,Cryptomys_natalensis,no,RODENTIA,LC,0.708435258815365,0,0,No
Lepus capensis,Lepus_capensis,no,LAGOMORPHA,LC,0.87458450928169,0.928571428571429,14,Yes
Lepus timidus,Lepus_timidus,no,LAGOMORPHA,LC,0.983525510493837,1,1343,Yes
Sylvilagus floridanus,Sylvilagus_floridanus,no,LAGOMORPHA,LC,0.988142849720572,0.988712278276895,4341,Yes
Lepus europaeus,Lepus_europaeus,no,LAGOMORPHA,LC,0.555932400118052,0.891398783666377,2302,Yes
Anoura aequatoris,Anoura_aequatoris,no,CHIROPTERA,LC,0.740043983744898,0,0,No
Anoura peruana,Anoura_peruana,no,CHIROPTERA,LC,0.436299170228169,0,0,No
Carollia monohernandezi,Carollia_monohernandezi,no,CHIROPTERA,DD,0.994968577494185,0,0,No
Eumops ferox,Eumops_ferox,no,CHIROPTERA,LC,0.408300579398173,0,0,No
Histiotus laephotis,Histiotus_laephotis,no,CHIROPTERA,LC,0.380761366453815,0,0,No
Myotis nigricans,Myotis_nigricans,no,CHIROPTERA,LC,0.761757054294622,0,0,No
Micronycteris microtis,Micronycteris_microtis,no,CHIROPTERA,LC,0.837488973448555,0,0,No
Natalus mexicanus,Natalus_mexicanus,no,CHIROPTERA,LC,0.399219390206818,0,0,No
Sturnira mordax,Sturnira_mordax,no,CHIROPTERA,LC,0.70461858079492,0,0,No
Sturnira parvidens,Sturnira_parvidens,no,CHIROPTERA,LC,0.504639245457746,0,0,No
Uroderma bilobatum,Uroderma_bilobatum,no,CHIROPTERA,LC,0.784121625967902,0,0,No
Lepus callotis,Lepus_callotis,no,LAGOMORPHA,VU,0.52857151176797,0,0,No
Lepus corsicanus,Lepus_corsicanus,no,LAGOMORPHA,VU,0.978996454317546,0,0,No
Romerolagus diazi,Romerolagus_diazi,no,LAGOMORPHA,EN,0.945156135615098,0,0,No
Sylvilagus brasiliensis,Sylvilagus_brasiliensis,no,LAGOMORPHA,EN,0.386630469935961,0,0,No
Sylvilagus mansuetus,Sylvilagus_mansuetus,no,LAGOMORPHA,CR,0.11977672917319,0,0,No
Sylvilagus transitionalis,Sylvilagus_transitionalis,no,LAGOMORPHA,VU,0.916775178225643,0,0,No
Hipposideros atrox,Hipposideros_atrox,no,CHIROPTERA,LC,0.902410637449387,0,0,No
Hipposideros cineraceus,Hipposideros_cineraceus,no,CHIROPTERA,LC,0.554397440074856,0,0,No
Hipposideros einnaythu,Hipposideros_einnaythu,no,CHIROPTERA,DD,0.000389366601131395,0,0,No
Hipposideros fulvus,Hipposideros_fulvus,no,CHIROPTERA,LC,0.200945412034811,0,0,No
Hipposideros khasiana,Hipposideros_khasiana,no,CHIROPTERA,DD,0.635543622063346,0,0,No
Hipposideros lankadiva,Hipposideros_lankadiva,no,CHIROPTERA,LC,0.332078002387174,0,0,No
Hipposideros lylei,Hipposideros_lylei,no,CHIROPTERA,LC,0.797710105976695,0,0,No
Hipposideros pomona,Hipposideros_pomona,no,CHIROPTERA,EN,0.637011486429425,0,0,No
Hipposideros speoris,Hipposideros_speoris,no,CHIROPTERA,LC,0.349415439301201,0,0,No
Megaderma spasma,Megaderma_spasma,no,CHIROPTERA,LC,0.764419056078279,0,0,No
Miniopterus newtoni,Miniopterus_newtoni,no,CHIROPTERA,DD,0.950981673999791,0,0,No
Ozimops loriae,Ozimops_loriae,no,CHIROPTERA,DD,0.569104663270728,0,0,No
Ozimops petersi,Ozimops_petersi,no,CHIROPTERA,LC,0.85682364715315,0,0,No
Taphozous longimanus,Taphozous_longimanus,no,CHIROPTERA,LC,0.510733312841853,0,0,No
Rhinoceros unicornis,Rhinoceros_unicornis,no,PERISSODACTYLA,VU,0.934592952379669,0,0,No
Allactaga euphratica,Allactaga_euphratica,no,RODENTIA,LC,0.986557205673102,0,0,No
Crocidura goliath,Crocidura_goliath,no,EULIPOTYPHLA,LC,0.888713212872288,0,0,No
Lophuromys kilonzoi,Lophuromys_kilonzoi,no,RODENTIA,LC,0.486746469397119,0,0,No
Margaretamys beccarii,Margaretamys_beccarii,no,RODENTIA,DD,0.447830790021836,0,0,No
Melomys fraterculus,Melomys_fraterculus,no,RODENTIA,EN,0.666772854942227,0,0,No
Millardia kondana,Millardia_kondana,no,RODENTIA,EN,0.677457032696101,0,0,No
Mus mayori,Mus_mayori,no,RODENTIA,VU,0.950503535910839,0,0,No
Rattus montanus,Rattus_montanus,no,RODENTIA,EN,0.618047309885971,0,0,No
Vandeleuria nolthenii,Vandeleuria_nolthenii,no,RODENTIA,EN,0.6731324525561,0,0,No
Paraxerus vexillarius,Paraxerus_vexillarius,no,RODENTIA,LC,0.575933185972698,0,0,No
Srilankamys ohiensis,Srilankamys_ohiensis,no,RODENTIA,VU,0.32046453085651,0,0,No
Suncus zeylanicus,Suncus_zeylanicus,no,EULIPOTYPHLA,EN,0.755172573194789,0,0,No
Phataginus tetradactyla,Phataginus_tetradactyla,no,PHOLIDOTA,VU,0.908733606835784,0,0,No
Manis pentadactyla,Manis_pentadactyla,no,PHOLIDOTA,CR,0.874393928240715,0,0,No
Smutsia gigantea,Smutsia_gigantea,no,PHOLIDOTA,EN,0.889191812510876,0,0,No
Manis culionensis,Manis_culionensis,no,PHOLIDOTA,CR,0.908634345880253,0,0,No
Manis javanica,Manis_javanica,no,PHOLIDOTA,CR,0.972592502344261,0,0,No
Smutsia temminckii,Smutsia_temminckii,no,PHOLIDOTA,VU,0.949028276128448,0,0,No
Phataginus tricuspis,Phataginus_tricuspis,no,PHOLIDOTA,EN,0.828303418638831,0,0,No
Allactaga toussi,Allactaga_toussi,no,RODENTIA,LC,0.592857328310658,0,0,No
Urocitellus mollis,Urocitellus_mollis,no,RODENTIA,LC,0.882224907765153,0,0,No
Urocitellus nancyae,Urocitellus_nancyae,no,RODENTIA,VU,0.395886435761784,0,0,No
Manis crassicaudata,Manis_crassicaudata,no,PHOLIDOTA,EN,0.965261820675057,0,0,No
Cryptotis orophila,Cryptotis_orophila,no,EULIPOTYPHLA,DD,0.979549817425624,0,0,No
Tanyuromys aphrastus,Tanyuromys_aphrastus,no,RODENTIA,DD,0.106120204623071,0,0,No
Callistomys pictus,Callistomys_pictus,no,RODENTIA,EN,0.691851075983478,0,0,No
Handleyomys rhabdops,Handleyomys_rhabdops,no,RODENTIA,EN,0.375863965174318,0,0,No
Cryptotis tropicalis,Cryptotis_tropicalis,no,EULIPOTYPHLA,DD,0.967470307426448,0,0,No
Canis lupus,Canis_lupus,no,CARNIVORA,LC,0.905633006438763,0.98501872659176,267,Yes
Canis rufus,Canis_rufus,no,CARNIVORA,CR,0.987297221531785,0,0,No
Rhinolophus thomasi,Rhinolophus_thomasi,no,CHIROPTERA,LC,0.00128725614965106,0,0,No
Rhinolophus marshalli,Rhinolophus_marshalli,no,CHIROPTERA,LC,0.491450872375958,0,0,No
Rhinolophus acuminatus,Rhinolophus_acuminatus,no,CHIROPTERA,LC,0.677800445821753,0,0,No
Plecotus turkmenicus,Plecotus_turkmenicus,no,CHIROPTERA,LC,0.645369242466098,0,0,No
Plecotus homochrous,Plecotus_homochrous,no,CHIROPTERA,DD,0.508911686529668,0,0,No
Pipistrellus aladdin,Pipistrellus_aladdin,no,CHIROPTERA,DD,0.398175457929688,0,0,No
Pipistrellus abramus,Pipistrellus_abramus,no,CHIROPTERA,LC,0.992178073986328,0,0,No
Myotis indochinensis,Myotis_indochinensis,no,CHIROPTERA,DD,0.675789913712298,0,0,No
Myotis annatessae,Myotis_annatessae,no,CHIROPTERA,DD,0.874299841802082,0,0,No
Miniopterus tristis,Miniopterus_tristis,no,CHIROPTERA,LC,0.843662868741574,0,0,No
Miniopterus medius,Miniopterus_medius,no,CHIROPTERA,LC,0.897301565854313,0,0,No
Miniopterus magnater,Miniopterus_magnater,no,CHIROPTERA,LC,0.912117150640932,0,0,No
Miniopterus australis,Miniopterus_australis,no,CHIROPTERA,LC,0.845527852051556,0.984126984126984,63,Yes
Hypsugo dolichodon,Hypsugo_dolichodon,no,CHIROPTERA,DD,0.599573343870329,0,0,No
Glischropus bucephalus,Glischropus_bucephalus,no,CHIROPTERA,LC,0.598344738607954,0,0,No
Eptesicus pachyomus,Eptesicus_pachyomus,no,CHIROPTERA,LC,0.57461031209296,0,0,No
Eptesicus lobatus,Eptesicus_lobatus,no,CHIROPTERA,DD,0.024451813279927,0,0,No
Emballonura serii,Emballonura_serii,no,CHIROPTERA,VU,0.5515663219584,0,0,No
Emballonura alecto,Emballonura_alecto,no,CHIROPTERA,LC,0.649369923860368,0,0,No
Cheiromeles torquatus,Cheiromeles_torquatus,no,CHIROPTERA,LC,0.902195148118194,0,0,No
Arielulus torquatus,Arielulus_torquatus,no,CHIROPTERA,LC,0.930688333007326,0,0,No
Pteropus faunulus,Pteropus_faunulus,no,CHIROPTERA,EN,0.756412532036673,0,0,No
Vespertilio sinensis,Vespertilio_sinensis,no,CHIROPTERA,LC,0.808779750783087,0,0,No
Taphozous melanopogon,Taphozous_melanopogon,no,CHIROPTERA,LC,0.805777305061293,0,0,No
Tadarida ventralis,Tadarida_ventralis,no,CHIROPTERA,DD,0.0548613606224373,0,0,No
Styloctenium mindorensis,Styloctenium_mindorensis,no,CHIROPTERA,EN,0.0228569672251761,0,0,No
Scotozous dormeri,Scotozous_dormeri,no,CHIROPTERA,LC,0.949779601579553,0,0,No
Scotophilus kuhlii,Scotophilus_kuhlii,no,CHIROPTERA,LC,0.894805100400194,0,0,No
Scotophilus heathii,Scotophilus_heathii,no,CHIROPTERA,LC,0.90239048545684,0,0,No
Scotoecus pallidus,Scotoecus_pallidus,no,CHIROPTERA,LC,0.180695562279754,0,0,No
Rhyneptesicus nasutus,Rhyneptesicus_nasutus,no,CHIROPTERA,LC,0.600573213187464,0,0,No
Rhinopoma muscatellum,Rhinopoma_muscatellum,no,CHIROPTERA,LC,0.233204815949443,0,0,No
Rhinopoma macinnesi,Rhinopoma_macinnesi,no,CHIROPTERA,DD,0.441706480555648,0,0,No
Rhinolophus virgo,Rhinolophus_virgo,no,CHIROPTERA,LC,0.338584097003025,0,0,No
Rhinolophus stheno,Rhinolophus_stheno,no,CHIROPTERA,LC,0.949575685545849,0,0,No
Rhinolophus siamensis,Rhinolophus_siamensis,no,CHIROPTERA,LC,0.817951970588682,0,0,No
Rhinolophus rouxii,Rhinolophus_rouxii,no,CHIROPTERA,LC,0.469169510836018,0,0,No
Rhinolophus pusillus,Rhinolophus_pusillus,no,CHIROPTERA,LC,0.692068031280587,0,0,No
Rhinolophus malayanus,Rhinolophus_malayanus,no,CHIROPTERA,LC,0.768046147773358,0,0,No
Rhinolophus macrotis,Rhinolophus_macrotis,no,CHIROPTERA,LC,0.556313640967723,0,0,No
Rhinolophus luctus,Rhinolophus_luctus,no,CHIROPTERA,LC,0.589931409159911,0,0,No
Rhinolophus inops,Rhinolophus_inops,no,CHIROPTERA,LC,0.778663263136072,0,0,No
Rhinolophus formosae,Rhinolophus_formosae,no,CHIROPTERA,LC,0.86307352447542,0,0,No
Plecotus taivanus,Plecotus_taivanus,no,CHIROPTERA,NT,0.922226475719859,0,0,No
Plecotus sacrimontis,Plecotus_sacrimontis,no,CHIROPTERA,LC,0.233351240893776,0,0,No
Pipistrellus javanicus,Pipistrellus_javanicus,no,CHIROPTERA,LC,0.704406985235219,0,0,No
Pipistrellus endoi,Pipistrellus_endoi,no,CHIROPTERA,NT,0.757822933382426,0,0,No
Pipistrellus ceylonicus,Pipistrellus_ceylonicus,no,CHIROPTERA,LC,0.353645130108811,0,0,No
Phoniscus jagorii,Phoniscus_jagorii,no,CHIROPTERA,LC,0.979283208142573,0,0,No
Nyctalus montanus,Nyctalus_montanus,no,CHIROPTERA,LC,0.20286954906094,0,0,No
Nyctalus aviator,Nyctalus_aviator,no,CHIROPTERA,NT,0.69394479596549,0,0,No
Notopteris neocaledonica,Notopteris_neocaledonica,no,CHIROPTERA,EN,0.969688631271904,0,0,No
Neoromicia melckorum,Neoromicia_melckorum,no,CHIROPTERA,DD,0.740180074725409,0,0,No
Neoromicia flavescens,Neoromicia_flavescens,no,CHIROPTERA,DD,0.942016009445618,0,0,No
Myotis sicarius,Myotis_sicarius,no,CHIROPTERA,VU,0.380581030697017,0,0,No
Myotis pruinosus,Myotis_pruinosus,no,CHIROPTERA,EN,0.773210777990732,0,0,No
Myotis pilosus,Myotis_pilosus,no,CHIROPTERA,VU,0.92990575366458,0,0,No
Myotis pequinius,Myotis_pequinius,no,CHIROPTERA,LC,0.209060561591426,0,0,No
Myotis nipalensis,Myotis_nipalensis,no,CHIROPTERA,LC,0.946405683381549,0,0,No
Myotis muricola,Myotis_muricola,no,CHIROPTERA,LC,0.75191478613257,0,0,No
Myotis laniger,Myotis_laniger,no,CHIROPTERA,LC,0.268999455534782,0,0,No
Myotis horsfieldii,Myotis_horsfieldii,no,CHIROPTERA,LC,0.647061057874609,0,0,No
Myotis davidii,Myotis_davidii,no,CHIROPTERA,LC,0.374640610734705,0,0,No
Myotis chinensis,Myotis_chinensis,no,CHIROPTERA,LC,0.962720368412465,0,0,No
Murina ussuriensis,Murina_ussuriensis,no,CHIROPTERA,LC,0.800574307133369,0,0,No
Murina tubinaris,Murina_tubinaris,no,CHIROPTERA,DD,0.347243342129043,0,0,No
Murina huttoni,Murina_huttoni,no,CHIROPTERA,LC,0.118945363641925,0,0,No
Murina hilgendorfi,Murina_hilgendorfi,no,CHIROPTERA,LC,0.735532672077687,0,0,No
Murina beelzebub,Murina_beelzebub,no,CHIROPTERA,DD,0.67838409197636,0,0,No
Mirimiri acrodonta,Mirimiri_acrodonta,no,CHIROPTERA,CR,0.249628024245971,0,0,No
Miniopterus petersoni,Miniopterus_petersoni,no,CHIROPTERA,DD,0.50014279221608,0,0,No
Miniopterus fuscus,Miniopterus_fuscus,no,CHIROPTERA,EN,0.922598281076325,0,0,No
Macroderma gigas,Macroderma_gigas,no,CHIROPTERA,VU,0.676251965112805,0,0,No
Kerivoula whiteheadi,Kerivoula_whiteheadi,no,CHIROPTERA,LC,0.940923183603768,0,0,No
Kerivoula titania,Kerivoula_titania,no,CHIROPTERA,LC,0.70881343645012,0,0,No
Kerivoula kachinensis,Kerivoula_kachinensis,no,CHIROPTERA,LC,0.821501659100116,0,0,No
Hypsugo eisentrauti,Hypsugo_eisentrauti,no,CHIROPTERA,DD,0.910003227679094,0,0,No
Hypsugo cadornae,Hypsugo_cadornae,no,CHIROPTERA,LC,0.634028313860339,0,0,No
Hypsugo arabicus,Hypsugo_arabicus,no,CHIROPTERA,DD,0.97211311253195,0,0,No
Hypsugo alaschanicus,Hypsugo_alaschanicus,no,CHIROPTERA,LC,0.295405519395109,0,0,No
Hypsugo affinis,Hypsugo_affinis,no,CHIROPTERA,LC,0.531362000667783,0,0,No
Hipposideros turpis,Hipposideros_turpis,no,CHIROPTERA,EN,0.976080894255303,0,0,No
Hipposideros scutinares,Hipposideros_scutinares,no,CHIROPTERA,VU,0.93501033660684,0,0,No
Hipposideros pygmaeus,Hipposideros_pygmaeus,no,CHIROPTERA,LC,0.360217223582884,0,0,No
Hipposideros pendlebury,Hipposideros_pendlebury,no,CHIROPTERA,VU,0.905407073818434,0,0,No
Hipposideros obscurus,Hipposideros_obscurus,no,CHIROPTERA,LC,0.718706525622623,0,0,No
Hipposideros khaokhouayensis,Hipposideros_khaokhouayensis,no,CHIROPTERA,VU,0.204387827256757,0,0,No
Hipposideros griffini,Hipposideros_griffini,no,CHIROPTERA,NT,0.840206115086166,0,0,No
Macronycteris commersoni,Macronycteris_commersoni,no,CHIROPTERA,NT,0.456734940750758,0,0,No
Hipposideros galeritus,Hipposideros_galeritus,no,CHIROPTERA,LC,0.625306853835604,0,0,No
Hipposideros alongensis,Hipposideros_alongensis,no,CHIROPTERA,VU,0.958900131716467,0,0,No
Harpiocephalus harpia,Harpiocephalus_harpia,no,CHIROPTERA,LC,0.804380644681114,0,0,No
Eptesicus bobrinskoi,Eptesicus_bobrinskoi,no,CHIROPTERA,DD,0.0564677540515195,0,0,No
Desmalopex microleucopterus,Desmalopex_microleucopterus,no,CHIROPTERA,EN,0.548722576162937,0,0,No
Cheiromeles parvidens,Cheiromeles_parvidens,no,CHIROPTERA,LC,0.399392660798021,0,0,No
Chaerephon tomensis,Chaerephon_tomensis,no,CHIROPTERA,EN,0.949025760755506,0,0,No
Chaerephon russatus,Chaerephon_russatus,no,CHIROPTERA,DD,0.959584609056944,0,0,No
Chaerephon jobensis,Chaerephon_jobensis,no,CHIROPTERA,LC,0.572733879483311,0,0,No
Chaerephon bregullae,Chaerephon_bregullae,no,CHIROPTERA,EN,0.933255350306183,0,0,No
Arielulus circumdatus,Arielulus_circumdatus,no,CHIROPTERA,LC,0.191567957501786,0,0,No
Ochotona curzoniae,Ochotona_curzoniae,no,LAGOMORPHA,LC,0.589872470828102,0,0,No
Equus zebra,Equus_zebra,no,PERISSODACTYLA,VU,0.991782989440376,0,0,No
Sylvilagus tapetillus,Sylvilagus_tapetillus,no,LAGOMORPHA,VU,0.258241683816427,0,0,No
Oryctolagus cuniculus,Oryctolagus_cuniculus,no,LAGOMORPHA,EN,0.940300441264265,1,61,Yes
Lepus insularis,Lepus_insularis,no,LAGOMORPHA,VU,0.877036359067505,0,0,No
Lepus flavigularis,Lepus_flavigularis,no,LAGOMORPHA,EN,0.962081224731365,0,0,No
Sturnira paulsoni,Sturnira_paulsoni,no,CHIROPTERA,NT,0.898489332196539,0,0,No
Sturnira angeli,Sturnira_angeli,no,CHIROPTERA,NT,0.815243745725917,0,0,No
Myotis ruber,Myotis_ruber,no,CHIROPTERA,NT,0.459355065391394,0,0,No
Chaerephon pumilus,Chaerephon_pumilus,no,CHIROPTERA,LC,0.651802951814528,0,0,No
Theropithecus gelada,Theropithecus_gelada,no,PRIMATES,LC,0.627562352361314,0,0,No
Allenopithecus nigroviridis,Allenopithecus_nigroviridis,no,PRIMATES,LC,0.960789981696094,0,0,No
Allochrocebus lhoesti,Allochrocebus_lhoesti,no,PRIMATES,VU,0.977753190819668,0,0,No
Allochrocebus preussi,Allochrocebus_preussi,no,PRIMATES,EN,0.915052728376399,0,0,No
Cercocebus agilis,Cercocebus_agilis,no,PRIMATES,LC,0.90799970007656,0,0,No
Cercocebus sanjei,Cercocebus_sanjei,no,PRIMATES,EN,0.665743709404706,0,0,No
Cercopithecus ascanius,Cercopithecus_ascanius,no,PRIMATES,LC,0.7134220366173,0.909090909090909,11,Yes
Cercopithecus hamlyni,Cercopithecus_hamlyni,no,PRIMATES,VU,0.994182312706293,0,0,No
Cercopithecus neglectus,Cercopithecus_neglectus,no,PRIMATES,LC,0.852877932539171,0,0,No
Cercopithecus pogonias,Cercopithecus_pogonias,no,PRIMATES,NT,0.912973427812858,0,0,No
Cercopithecus wolfi,Cercopithecus_wolfi,no,PRIMATES,NT,0.889576972010182,0,0,No
Chlorocebus djamdjamensis,Chlorocebus_djamdjamensis,no,PRIMATES,VU,0.4112745802951,0,0,No
Chlorocebus pygerythrus,Chlorocebus_pygerythrus,no,PRIMATES,LC,0.686535842371265,0.987878787878788,165,Yes
Colobus vellerosus,Colobus_vellerosus,no,PRIMATES,CR,0.8379721760849,0,0,No
Galago gallarum,Galago_gallarum,no,PRIMATES,LC,0.411037763954389,0,0,No
Galago matschiei,Galago_matschiei,no,PRIMATES,LC,0.557722859359957,0,0,No
Galago moholi,Galago_moholi,no,PRIMATES,LC,0.548444363144871,0,0,No
Galago senegalensis,Galago_senegalensis,no,PRIMATES,LC,0.543200059811921,0,0,No
Paragalago cocos,Paragalago_cocos,no,PRIMATES,LC,0.711468343744437,0,0,No
Paragalago granti,Paragalago_granti,no,PRIMATES,LC,0.575455548381265,0,0,No
Galagoides demidoff,Galagoides_demidoff,no,PRIMATES,LC,0.754079977662483,0,0,No
