"sciname","taxon","category","id"
"acropora kimbeensis","Corals","VU",645
"acropora kirstyae","Corals","VU",646
"acropora latistella","Corals","LC",647
"acropora listeri","Corals","VU",648
"acropora longicyathus","Corals","LC",649
"acropora loripes","Corals","NT",650
"acropora lovelli","Corals","VU",651
"acropora lutkeni","Corals","NT",652
"acropora microclados","Corals","VU",653
"acropora microphthalma","Corals","LC",654
"acropora millepora","Corals","NT",655
"acropora mirabilis","Corals","DD",656
"acropora monticulosa","Corals","NT",657
"acropora mossambica","Corals","NE",658
"acropora multiacuta","Corals","VU",659
"acropora muricata","Corals","NE",660
"acropora nana","Corals","NT",661
"acropora nasuta","Corals","NT",662
"acropora natalensis","Corals","DD",663
"acropora nobilis","Cnidaria","LC",664
"acropora ocellata","Cnidaria","DD",665
"acropora palmata","Corals","CR",666
"acropora palmerae","Corals","VU",667
"acropora paniculata","Corals","VU",668
"acropora papillare","Corals","VU",669
"acropora parilis","Cnidaria","DD",670
"acropora pharaonis","Corals","VU",671
"acropora pichoni","Corals","NT",672
"acropora plana","Cnidaria","NE",673
"acropora plantaginea","Corals","DD",674
"acropora plumosa","Corals","VU",675
"acropora polystoma","Corals","VU",676
"acropora prolifera","Corals","NE",677
"acropora prostrata","Cnidaria","DD",678
"acropora pulchra","Corals","LC",679
"acropora rambleri","Cnidaria","DD",680
"acropora retusa","Corals","VU",681
"acropora robusta","Corals","LC",682
"acropora rosaria","Cnidaria","NE",683
"acropora roseni","Corals","EN",684
"acropora russelli","Corals","VU",685
"acropora samoensis","Corals","LC",686
"acropora sarmentosa","Corals","LC",687
"acropora secale","Corals","NT",688
"acropora sekiseiensis","Cnidaria","DD",689
"acropora selago","Corals","NT",690
"acropora simplex","Corals","VU",691
"acropora solitaryensis","Corals","VU",692
"acropora spathulata","Corals","LC",693
"acropora speciosa","Corals","VU",694
"acropora spicifera","Corals","VU",695
"acropora squarrosa","Corals","LC",696
"acropora striata","Corals","VU",697
"acropora subglabra","Corals","LC",698
"acropora subulata","Corals","LC",699
"acropora tenella","Corals","VU",700
"acropora tenuis","Corals","NT",701
"acropora teres","Corals","DD",702
"acropora tortuosa","Corals","LC",703
"acropora turaki","Corals","VU",704
"acropora valenciennesi","Corals","LC",705
"acropora valida","Corals","LC",706
"acropora variabilis","Cnidaria","DD",707
"acropora variolosa","Corals","LC",708
"acropora vaughani","Corals","VU",709
"acropora vermiculata","Cnidaria","DD",710
"acropora verweyi","Corals","VU",711
"acropora willisae","Corals","VU",712
"acropora yongei","Corals","LC",713
"acropternis orthonyx","Birds","LC",714
"acrosterigma cygnorum","Molluscs","NE",715
"acrosterigma dianthinum","Molluscs","NE",716
"acrosterigma impolitum","Molluscs","NE",717
"acrosterigma maculosum","Molluscs","NE",718
"acrosterigma magnum","Molluscs","NE",719
"acrosterigma profundum","Molluscs","NE",720
"acrosterigma punctolineatum","Molluscs","NE",721
"acrosterigma simplex","Molluscs","NE",722
"acrosterigma transcendens","Molluscs","NE",723
"acryllium vulturinum","Birds","LC",724
"acryptolaria abies","Cnidaria","NE",725
"acryptolaria conferta","Cnidaria","NE",726
"acryptolaria longitheca","Cnidaria","NE",727
"acryptolaria operculata","Cnidaria","NE",728
"actaea acantha","Arthropods","NE",729
"actaea polyacantha","Arthropods","NE",730
"actaea savignii","Arthropods","NE",731
"actaeodes consobrinus","Arthropods","NE",732
"actaeodes hirsutissimus","Arthropods","NE",733
"actaeodes tomentosus","Arthropods","NE",734
"actaeomorpha erosa","Arthropods","NE",735
"actenoides capucinus","Birds","NT",736
"actenoides concretus","Birds","NT",737
"actenoides hombroni","Birds","VU",738
"actenoides lindsayi","Birds","LC",739
"actenoides monachus","Birds","NT",740
"actenoides princeps","Birds","LC",741
"actenoides regalis","Birds","NE",742
"acteocina atrata","Molluscs","NE",743
"acteocina bidentata","Molluscs","NE",744
"acteocina bullata","Molluscs","NE",745
"acteocina canaliculata","Molluscs","NE",746
"acteocina candei","Molluscs","NE",747
"acteocina culcitella","Molluscs","NE",748
"acteocina infrequens","Molluscs","NE",749
"acteocina lepta","Molluscs","NE",750
"acteocina recta","Molluscs","NE",751
"acteon candens","Molluscs","NE",752
"acteon delicatus","Molluscs","NE",753
"acteon melampoides","Molluscs","NE",754
"acteon pelecais","Molluscs","NE",755
"actinauge abyssorum","Cnidaria","NE",756
"actinauge cristata","Cnidaria","NE",757
"actinauge richardi","Cnidaria","NE",758
"actinauge verrilli","Cnidaria","NE",759
"actinia cari","Cnidaria","DD",760
"actinia equina","Cnidaria","NE",761
"actinia tenebrosa","Cnidaria","NE",762
"actinodendron plumosum","Cnidaria","NE",763
"actinodura egertoni","Birds","LC",764
"actinodura radcliffei","Birds","LC",765
"actinodura ramsayi","Birds","LC",766
"actinodura sodangorum","Birds","NT",767
"actinopyga agassizi","Echinoderms","LC",768
"actinopyga caerulea","Echinoderms","DD",769
"actinopyga crassa","Echinoderms","LC",770
"actinopyga echinites","Echinoderms","VU",771
"actinopyga lecanora","Echinoderms","DD",772
"actinopyga mauritiana","Echinoderms","VU",773
"actinopyga miliaris","Echinoderms","VU",774
"actinopyga obesa","Echinoderms","DD",775
"actinopyga palauensis","Echinoderms","LC",776
"actinopyga varians","Echinoderms","DD",777
"actinoscyphia plebeia","Cnidaria","NE",778
"actinostola abyssorum","Cnidaria","NE",779
"actinostola callosa","Cnidaria","NE",780
"actinostola chilensis","Cnidaria","NE",781
"actinostola spetsbergensis","Cnidaria","NE",782
"actinothoe sphyrodeta","Cnidaria","NE",783
"actinotrichia fragilis","Marine plants","NE",784
"actophilornis albinucha","Birds","EN",785
"actumnus asper","Arthropods","NE",786
"actumnus setifer","Arthropods","NE",787
"aculeola nigra","Elasmobranchs","NT",788
"acutiserolis cidaris","Arthropods","NE",789
"acutiserolis neaera","Arthropods","NE",790
"acutiserolis spinosa","Arthropods","NE",791
"acutotyphlops infralabialis","Reptiles","DD",792
"acutotyphlops kunuaensis","Reptiles","DD",793
"acutotyphlops subocularis","Reptiles","LC",794
"acyrtops beryllinus","Finfish","LC",795
"acyrtus lanthanum","Finfish","LC",796
"acyrtus rubiginosus","Finfish","LC",797
"adacnarca nitens","Molluscs","NE",798
"adagnesia charcoti","Molluscs","NE",799
"adagnesia rimosa","Molluscs","NE",800
"adalaria proxima","Molluscs","NE",801
"adamnestia arachis","Molluscs","NE",802
"adamsia palliata","Cnidaria","NE",803
"adamussium colbecki","Molluscs","NE",804
"addax nasomaculatus","Terrestrial mammals","CR",805
"adelastes hylonomos","Amphibians","LC",806
"adelieledone polymorpha","Cephalopods","LC",807
"adelogorgia phyllosclera","Cnidaria","NE",808
"adelomelon ancilla","Molluscs","NE",809
"adelomelon beckii","Molluscs","NE",810
"adelomyia melanogenys","Birds","LC",811
"adelophis copei","Reptiles","VU",812
"adelophis foxi","Reptiles","DD",813
"adelophryne adiastola","Amphibians","LC",814
"adelophryne baturitensis","Amphibians","LC",815
"adelophryne gutturosa","Amphibians","LC",816
"adelophryne maranguapensis","Amphibians","CR",817
"adelophryne pachydactyla","Amphibians","LC",818
"adelopora crassilabrum","Cnidaria","NE",819
"adelopora fragilis","Cnidaria","NE",820
"adelosebastes latens","Finfish","NE",821
"adelotus brevis","Amphibians","LC",822
"adelphicos daryi","Reptiles","EN",823
"adelphicos latifasciatum","Reptiles","DD",824
"adelphicos nigrilatum","Reptiles","LC",825
"adelphicos quadrivirgatum","Reptiles","LC",826
"adelphicos sargii","Reptiles","LC",827
"adelphicos veraepacis","Reptiles","VU",828
"adelphicos visoninum","Reptiles","LC",829
"adelphobates castaneoticus","Amphibians","LC",830
"adelphobates galactonotus","Amphibians","LC",831
"adelphobates quinquevittatus","Amphibians","LC",832
"adenocystis utricularis","Marine plants","NE",833
"adenomera ajurauna","Amphibians","LC",834
"adenomera andreae","Amphibians","LC",835
"adenomera araucaria","Amphibians","LC",836
"adenomera bokermanni","Amphibians","LC",837
"adenomera diptyx","Amphibians","LC",838
"adenomera heyeri","Amphibians","LC",839
"adenomera hylaedactyla","Amphibians","LC",840
"adenomera lutzi","Amphibians","EN",841
"adenomera marmorata","Amphibians","LC",842
"adenomera nana","Amphibians","LC",843
"adenomera thomei","Amphibians","LC",844
"adenomus kandianus","Amphibians","EN",845
"adenomus kelaartii","Amphibians","VU",846
"adipicola arcuatilis","Molluscs","NE",847
"admete magellanica","Molluscs","NE",848
"admete viridula","Molluscs","NE",849
"adolfus africanus","Reptiles","LC",850
"adolfus alleni","Reptiles","NT",851
"adolfus jacksoni","Reptiles","LC",852
"adrana patagonica","Molluscs","NE",853
"adula californiensis","Molluscs","NE",854
"adula diegensis","Molluscs","NE",855
"adventor elongatus","Finfish","NE",856
"aechmophorus clarkii","Birds","LC",857
"aega antarctica","Arthropods","NE",858
"aega antillensis","Arthropods","NE",859
"aega deshaysiana","Arthropods","NE",860
"aega ecarinata","Arthropods","NE",861
"aega falklandica","Arthropods","NE",862
"aega gracilipes","Arthropods","NE",863
"aega magnifica","Arthropods","NE",864
"aega psora","Arthropods","NE",865
"aega semicarinata","Arthropods","NE",866
"aegaeon lacazei","Arthropods","NE",867
"aegaeon rathbuni","Arthropods","NE",868
"aegialomys xanthaeolus","Terrestrial mammals","LC",869
"aegina citrea","Cnidaria","NE",870
"aeginella spinosa","Arthropods","NE",871
"aeginina longicornis","Arthropods","NE",872
"aeginoides gaussi","Arthropods","NE",873
"aeginura grimaldii","Cnidaria","NE",874
"aegiochus antarctica","Arthropods","NE",875
"aegires exeches","Molluscs","NE",876
"aegisthus mucronatus","Arthropods","NE",877
"aegithalos annamensis","Birds","LC",878
"aegithalos bonvaloti","Birds","LC",879
"aegithalos caudatus","Birds","LC",880
"aegithalos concinnus","Birds","LC",881
"aegithalos fuliginosus","Birds","LC",882
"aegithalos glaucogularis","Birds","LC",883
"aegithalos iouschistos","Birds","LC",884
"aegithalos iredalei","Birds","LC",885
"aegithalos leucogenys","Birds","LC",886
"aegithalos niveogularis","Birds","LC",887
"aegithina lafresnayei","Birds","LC",888
"aegithina nigrolutea","Birds","LC",889
"aegithina tiphia","Birds","LC",890
"aegithina viridissima","Birds","NT",891
"aegolius acadicus","Birds","LC",892
"aegolius funereus","Birds","LC",893
"aegolius harrisii","Birds","LC",894
"aegolius ridgwayi","Birds","LC",895
"aegotheles affinis","Birds","NT",896
"aegotheles albertisi","Birds","LC",897
"aegotheles archboldi","Birds","LC",898
"aegotheles bennettii","Birds","LC",899
"aegotheles crinifrons","Birds","LC",900
"aegotheles cristatus","Birds","LC",901
"aegotheles insignis","Birds","LC",902
"aegotheles tatei","Birds","LC",903
"aegotheles wallacii","Birds","LC",904
"aegypius monachus","Birds","NT",905
"aeluroglena cucullata","Reptiles","DD",906
"aeluroscalabotes felinus","Reptiles","LC",907
"aeneator fontainei","Molluscs","NE",908
"aeneator recens","Molluscs","NE",909
"aeolidia papillosa","Molluscs","NE",910
"aeoliscus punctulatus","Finfish","DD",911
"aeoliscus strigatus","Finfish","DD",912
"aepeomys lugens","Terrestrial mammals","LC",913
"aepeomys reigi","Terrestrial mammals","VU",914
"aepinus septemspinosus","Arthropods","NE",915
"aepyceros melampus","Terrestrial mammals","LC",916
"aepypodius arfakianus","Birds","LC",917
"aepypodius bruijnii","Birds","EN",918
"aepyprymnus rufescens","Terrestrial mammals","LC",919
"aequipecten commutatus","Molluscs","NE",920
"aequipecten glyptus","Molluscs","NE",921
"aequipecten muscosus","Molluscs","NE",922
"aequipecten opercularis","Molluscs","NE",923
"aequipecten tehuelchus","Molluscs","NE",924
"aequorea aequorea","Cnidaria","NE",925
"aequorea macrodactyla","Cnidaria","NE",926
"aeretes melanopterus","Terrestrial mammals","NT",927
"aerodramus brevirostris","Birds","LC",928
"aerodramus francicus","Birds","NT",929
"aerodramus fuciphagus","Birds","LC",930
"aerodramus hirundinaceus","Birds","LC",931
"aerodramus infuscatus","Birds","LC",932
"aerodramus maximus","Birds","LC",933
"aerodramus mearnsi","Birds","LC",934
"aerodramus nuditarsus","Birds","LC",935
"aerodramus orientalis","Birds","DD",936
"aerodramus papuensis","Birds","DD",937
"aerodramus pelewensis","Birds","LC",938
"aerodramus salangana","Birds","LC",939
"aerodramus terraereginae","Birds","LC",940
"aerodramus unicolor","Birds","LC",941
"aerodramus vanikorensis","Birds","LC",942
"aerodramus vulcanorum","Birds","LC",943
"aerodramus whiteheadi","Birds","DD",944
"aeromys tephromelas","Terrestrial mammals","DD",945
"aeromys thomasi","Terrestrial mammals","LC",946
"aeronautes andecolus","Birds","LC",947
"aeronautes montivagus","Birds","LC",948
"aeronautes saxatalis","Birds","LC",949
"aeropsis fulva","Echinoderms","NE",950
"aesopia cornuta","Finfish","LC",951
"aesopus clausiliformis","Molluscs","NE",952
"aesopus stearnsii","Molluscs","NE",953
"aestuariolus noctiluca","Molluscs","NE",954
"aetapcus maculatus","Finfish","NE",955
"aetea anguina","Molluscs","NE",956
"aetea ligulata","Molluscs","NE",957
"aetea sica","Molluscs","NE",958
"aetea truncata","Molluscs","NE",959
"aethaloperca rogaa","Finfish","NE",960
"aethalops aequalis","Terrestrial mammals","LC",961
"aethalops alecto","Terrestrial mammals","LC",962
"aethomyias arfakianus","Birds","LC",963
"aethomyias nigrorufus","Birds","LC",964
"aethomyias papuensis","Birds","LC",965
"aethomyias perspicillatus","Birds","LC",966
"aethomyias rufescens","Birds","LC",967
"aethomyias spilodera","Birds","LC",968
"aethomys bocagei","Terrestrial mammals","LC",969
"aethomys chrysophilus","Terrestrial mammals","LC",970
"aethomys hindei","Terrestrial mammals","LC",971
"aethomys ineptus","Terrestrial mammals","LC",972
"aethomys kaiseri","Terrestrial mammals","LC",973
"aethomys nyikae","Terrestrial mammals","LC",974
"aethomys silindensis","Terrestrial mammals","DD",975
"aethomys stannarius","Terrestrial mammals","DD",976
"aethomys thomasi","Terrestrial mammals","LC",977
"aethopyga bella","Birds","LC",978
"aethopyga boltoni","Birds","LC",979
"aethopyga christinae","Birds","LC",980
"aethopyga duyvenbodei","Birds","EN",981
"aethopyga eximia","Birds","LC",982
"aethopyga flagrans","Birds","LC",983
"aethopyga gouldiae","Birds","LC",984
"aethopyga guimarasensis","Birds","LC",985
"aethopyga ignicauda","Birds","LC",986
"aethopyga latouchii","Birds","LC",987
"aethopyga linaraborae","Birds","NT",988
"aethopyga magnifica","Birds","LC",989
"aethopyga mystacalis","Birds","LC",990
"aethopyga nipalensis","Birds","LC",991
"aethopyga primigenia","Birds","LC",992
"aethopyga pulcherrima","Birds","LC",993
"aethopyga saturata","Birds","LC",994
"aethopyga shelleyi","Birds","LC",995
"aethopyga siparaja","Birds","LC",996
"aethopyga temminckii","Birds","LC",997
"aethopyga vigorsii","Birds","LC",998
"aethotaxis mitopteryx mitopteryx","Finfish","NE",999
"aethra edentata","Arthropods","NE",1000
"aethra scruposa","Arthropods","NE",1001
"aetideopsis multiserrata","Arthropods","NE",1002
"aetideus acutus","Arthropods","NE",1003
"aetideus armatus","Arthropods","NE",1004
"aetideus giesbrechti","Arthropods","NE",1005
"aetobatus flagellum","Elasmobranchs","EN",1006
"aetobatus narinari","Elasmobranchs","EN",1007
"aetobatus ocellatus","Elasmobranchs","VU",1008
"aetomylaeus bovinus","Elasmobranchs","CR",1009
"aetomylaeus caeruleofasciatus","Elasmobranchs","LC",1010
"aetomylaeus maculatus","Elasmobranchs","EN",1011
"aetomylaeus milvus","Elasmobranchs","EN",1012
"aetomylaeus nichofii","Elasmobranchs","VU",1013
"aetomylaeus vespertilio","Elasmobranchs","EN",1014
"aforia goniodes","Molluscs","NE",1015
"aforia magnifica","Molluscs","NE",1016
"aforia multispiralis","Molluscs","NE",1017
"afrixalus aureus","Amphibians","LC",1018
"afrixalus brachycnemis","Amphibians","LC",1019
"afrixalus clarkei","Amphibians","EN",1020
"afrixalus crotalus","Amphibians","LC",1021
"afrixalus delicatus","Amphibians","LC",1022
"afrixalus dorsalis","Amphibians","LC",1023
"afrixalus dorsimaculatus","Amphibians","EN",1024
"afrixalus enseticola","Amphibians","VU",1025
"afrixalus equatorialis","Amphibians","LC",1026
"afrixalus fornasini","Amphibians","LC",1027
"afrixalus fulvovittatus","Amphibians","LC",1028
"afrixalus knysnae","Amphibians","EN",1029
"afrixalus lacteus","Amphibians","EN",1030
"afrixalus laevis","Amphibians","LC",1031
"afrixalus leucostictus","Amphibians","LC",1032
"afrixalus morerei","Amphibians","VU",1033
"afrixalus nigeriensis","Amphibians","LC",1034
"afrixalus orophilus","Amphibians","LC",1035
"afrixalus osorioi","Amphibians","LC",1036
"afrixalus paradorsalis","Amphibians","LC",1037
"afrixalus quadrivittatus","Amphibians","LC",1038
"afrixalus septentrionalis","Amphibians","LC",1039
"afrixalus spinifrons","Amphibians","LC",1040
"afrixalus stuhlmanni","Amphibians","LC",1041
"afrixalus sylvaticus","Amphibians","VU",1042
"afrixalus uluguruensis","Amphibians","VU",1043
"afrixalus upembae","Amphibians","DD",1044
"afrixalus vibekensis","Amphibians","LC",1045
"afrixalus vittiger","Amphibians","LC",1046
"afrixalus weidholzi","Amphibians","LC",1047
"afrixalus wittei","Amphibians","LC",1048
"afrocardium exochum","Molluscs","NE",1049
"afrocardium richardi","Molluscs","NE",1050
"afroedura africana","Reptiles","LC",1051
"afroedura amatolica","Reptiles","LC",1052
"afroedura bogerti","Reptiles","LC",1053
